GEN UID,Bus ID,Unit Type,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,C0,C1,C2,Csu,BUS ID
12,62,CT,G,,,1,260.0,78.0,145.6,-16.64,1,2,63.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,1362.4454148471616,923.864143619602,949.5790393013096,975.293935,,413,33.14,0.008,12,62
13,62,CT,G,,,1,497.9,149.37,278.82,-31.87,1,2,20.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,15219.650655021836,2069.838667637068,2164.1409759534204,2258.4432842697724,,3108,37.48,0.008,70,62
14,110,CT,G,,,1,22.0,6.6,12.32,-1.41,1,2,3.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,115.28384279475982,54.06065016982052,54.24476273653561,54.42887530325085,,505,23.97,0.008,12,110
15,110,CT,G,,,1,50.1,15.03,28.06,-3.21,1,2,7.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,962.6200873362444,225.6016855895197,226.5564880349345,227.5112904803494,,122,43.86,0.008,44,110
16,110,CT,G,,,1,203.2,60.96,94.69,-24.79,1,2,53.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,6743.755458515283,1003.851380883066,1019.558100029112,1035.2648191751584,,322,47.13,0.008,76,110
18,32,CT,G,,,1,432.0,129.6,241.92,-27.65,1,2,29.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,14148.471615720524,2361.096943231441,2432.088314,2503.079685589519,,3088,50.76,0.008,75,32
21,50,PV,S,,,1,60.73,0.0,7.31,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,50
22,50,PV,S,,,1,215.83,0.0,25.96,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,50
23,50,WIND,W,,,1,103.57,0.0,12.52,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,50
24,50,WIND,W,,,1,177.55192224389248,0.0,30.35,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,50
25,100,CT,G,,,1,914.6,274.38,512.18,-58.53,1,2,242.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,15176.768558951966,3291.246455118875,3609.446667365355,3927.64688,,2010,29.22,0.008,38,100
26,100,COAL,C,,,1,1530.0,459.0,712.98,-186.66,12,12,40.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.93942,0.3,0.5333333333333333,0.7666666666666666,1.0,,309438.2022,8910.960674157304,11774.983146067416,14639.005617977524,,1862,18.93,0.02,360,100
27,100,CT,G,,,1,535.5,160.65,299.88,-34.27,1,2,31.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,13562.882096069869,2793.0962882096073,2902.179275109168,3011.262262008734,,3361,47.62,0.008,58,100
28,100,CT,G,,,1,25.7,7.71,14.39,-1.64,1,2,2.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,370.3493449781659,139.5503765162542,139.80162550218333,140.0528744881127,,272,53.12,0.008,33,100
31,26,WIND,W,,,1,7.5696278165654505,0.0,15.97,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,26
32,101,PV,S,,,1,7.75,0.0,1.08,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,101
41,70,WIND,W,,,1,116.0,0.0,25.34,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,70
44,17,CT,G,,,1,108.0,32.4,41.47,-5.29,1,2,19.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,1650.655021834061,515.8847161572053,520.3216768558949,524.7586375545853,,558,46.16,0.008,35,17
45,61,CT,G,,,1,54.9,16.47,21.08,-2.69,1,2,11.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,335.6331877729258,166.00417467248906,167.1506976419214,168.29722061135377,,226,29.31,0.008,14,61
47,61,CT,G,,,1,60.0,18.0,23.04,-2.94,1,2,6.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,1152.8384279475983,275.53711790393015,276.9065502183406,278.27598253275124,,13,44.67,0.008,44,61
48,61,CT,G,,,1,44.0,13.2,16.9,-2.16,1,2,12.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,672.4890829694323,107.43386705482776,108.17031732168851,108.90676758854924,,295,23.67,0.008,35,61
49,79,CT,G,,,1,639.0,191.7,297.77,-77.96,1,2,144.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,1953.2751091703055,2123.2100436681226,2278.534480349346,2433.858917030567,,1971,28.35,0.008,7,79
50,79,CT,G,,,1,595.0,178.5,333.2,-38.08,1,2,72.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,11692.139737991269,2833.4529354682195,2968.1232896652114,3102.7936438622037,,2753,42.77,0.008,45,79
51,91,CT,G,,,1,242.0,72.6,135.52,-15.49,1,2,46.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,6234.934497816594,1372.2961669092672,1394.5737874818049,1416.8514080543432,,235,54.04,0.008,59,91
52,26,WIND,W,,,1,7.74,0.0,17.57,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,26
53,26,WIND,W,,,1,12.3,0.0,34.19,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,26
54,59,CT,G,,,1,1152.8,345.84,645.57,-73.78,1,2,52.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,23156.681222707422,7044.788207666182,7550.317129,8055.846050033962,,1817,52.29,0.008,46,59
55,59,WIND,W,,,1,623.0,0.0,320.88,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,59
60,71,CT,G,,,1,201.6,60.48,42.94,-29.03,1,2,27.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,1408.5589519650655,1178.9579737991264,1194.418316855895,1209.8786599126636,,447,56.05,0.008,16,71
61,71,CT,G,,,1,201.0,60.3,42.81,-28.94,1,2,45.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,4827.510917030568,911.9899563318778,927.3584104803492,942.7268646288207,,166,43.19,0.008,55,71
62,71,CT,G,,,1,283.2,84.96,60.32,-40.78,1,2,59.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,3091.703056768559,1279.9897991266373,1310.498559999999,1341.0073208733631,,456,42.47,0.008,25,71
66,112,CT,G,,,1,24.9,7.47,0.0,0.0,1,2,2.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,663.2751091703057,130.60068122270746,130.8365317030567,131.07238218340618,,311,51.31,0.008,61,112
68,74,WIND,W,,,1,0.7077903500590434,0.0,17.89,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,74
70,57,CT,G,,,1,191.1,57.33,107.02,-12.23,1,2,20.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,3421.4410480349343,1044.7300698689958,1058.621899388646,1072.5137289082963,,27,52.38,0.008,41,57
71,57,CT,G,,,1,861.0,258.3,482.16,-55.1,1,2,147.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,12031.441048034934,3117.897816593885,3399.894742358078,3681.8916681222727,,3313,29.8,0.008,32,57
72,57,CT,G,,,1,450.0,135.0,252.0,-28.8,1,2,54.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,14737.991266375546,1371.4192139737988,1448.4497816593894,1525.4803493449774,,831,26.91,0.008,75,57
73,57,CT,G,,,1,56.0,16.8,0.0,0.0,1,2,10.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,1613.9737991266377,215.3622513343037,216.55517903930124,217.74810674429895,,306,37.37,0.008,66,57
75,98,CT,G,,,1,114.0,34.2,0.0,0.0,1,2,19.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,1742.358079,284.23668122270743,289.1803318777292,294.12398253275114,,447,23.71,0.008,35,98
76,44,CT,G,,,1,453.5,136.05,211.33,-55.33,1,2,134.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,11684.06113537118,1699.227754,1777.461234352255,1855.694715186803,,715,33.75,0.008,59,44
77,119,WIND,W,,,1,19.07,0.0,31.95,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,119
78,119,WIND,W,,,1,14.4,0.0,21.56,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,119
79,119,WIND,W,,,1,8.3,0.0,7.99,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,119
80,119,WIND,W,,,1,13.47,0.0,19.49,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,119
81,119,WIND,W,,,1,17.63,0.0,28.76,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,119
82,119,WIND,W,,,1,12.42,0.0,17.15,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,119
83,119,WIND,W,,,1,27.78,0.0,51.33,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,119
85,91,CT,G,,,1,168.0,50.4,94.08,-10.75,1,2,22.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,5648.908296943231,592.9641921397382,603.7005414847159,614.4368908296948,,18,33.52,0.008,77,91
88,94,WIND,W,,,1,17.5,0.0,25.69,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,94
89,94,WIND,W,,,1,16.83,0.0,24.28,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,94
90,94,WIND,W,,,1,34.50195068387764,0.0,36.25,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,94
91,94,WIND,W,,,1,235.65,0.0,156.66,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,94
92,94,WIND,W,,,1,76.74,0.0,49.52,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,94
93,111,NUC,N,,,1,2708.6,812.58,996.76,-222.11,48,48,135.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.378403404,0.3,0.5333333333333333,0.7666666666666666,1.0,,4011007.589,18882.98810390572,21840.46889648506,24797.94968906439,,0,17.44,0.003,1200,111
94,91,CT,G,,,1,63.1,18.93,29.4,-7.7,1,2,6.72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,1956.3755458515288,266.69593110140715,268.21052704512357,269.7251229888406,,219,41.06,0.008,71,91
96,22,WIND,W,,,1,13.74,0.0,31.86,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,22
97,22,WIND,W,,,1,97.38,0.0,141.11,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,22
98,19,CT,G,,,1,150.0,45.0,31.95,-21.6,1,2,7.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,3602.6200873362445,373.0786026200873,381.6375545851528,390.1965065502184,,85,23.41,0.008,55,19
100,36,CT,G,,,1,618.7,185.61,346.47,-39.6,1,2,52.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,1891.222707423581,3837.5850635613783,3983.1974444250345,4128.8098252886975,,889,56.75,0.008,7,36
104,74,WIND,W,,,1,0.28,0.0,13.42,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,74
105,74,CT,G,,,1,249.0,74.7,53.04,-35.86,1,2,18.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,5110.480349344978,880.3799126637557,903.9649606986894,927.5500087336244,,49,33.04,0.008,47,74
106,50,PV,S,,,1,210.94943859312295,0.0,25.56,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,50
107,120,CT,G,,,1,150.0,45.0,31.95,-21.6,1,2,13.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,3406.113537117904,843.3624454,851.9213973799125,860.4803493449785,,191,54.18,0.008,52,120
108,94,CT,G,,,1,169.5,50.85,36.1,-24.41,1,2,31.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,4589.082969432315,795.4903930131005,806.4193187772922,817.3482445414849,,155,44.93,0.008,62,94
109,77,WIND,W,,,1,16.45,0.0,31.95,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,77
111,70,PV,S,,,1,25.37,0.0,3.69,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,70
112,82,CT,G,,,1,250.0,75.0,140.0,-16.0,1,2,15.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,6113.537118,1321.7127607957304,1345.4876273653565,1369.262493934983,,329,50.22,0.008,56,82
113,30,WIND,W,,,1,45.0,0.0,42.6,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,30
114,30,CT,G,,,1,165.6,49.68,35.27,-23.85,1,2,7.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,5640.524017467248,788.0535197,798.4853072,808.9170948471617,,317,45.6,0.008,78,30
115,30,WIND,W,,,1,45.0,0.0,42.6,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,30
117,30,WIND,W,,,1,2.74,0.0,12.78,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,30
118,93,CT,G,,,1,225.0,67.5,47.93,-32.4,1,2,24.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,6975.982532751092,582.7729258,602.0305677,621.2882096069865,,306,23.92,0.008,71,93
121,53,CT,G,,,1,1097.4,329.22,511.39,-133.88,1,2,119.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,3833.7117903930134,4959.736838427949,5417.844950917029,5875.953063406114,,1850,37.04,0.008,8,53
122,81,CT,G,,,1,243.3,72.99,113.38,-29.68,1,2,67.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,2231.1353711790393,791.6068297,814.1244394759825,836.6420493,,343,30.31,0.008,21,81
123,50,PV,S,,,1,3.54,0.0,1.02,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,50
124,98,CT,G,,,1,44.0,13.2,0.0,0.0,1,2,8.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,115.28384279475982,220.72586123241135,221.4623114992723,222.19876176613275,,107,48.94,0.008,6,98
125,50,WIND,W,,,1,165.82,0.0,26.45,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,50
126,50,PV,S,,,1,159.35,0.0,19.17,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,50
127,50,PV,S,,,1,204.5,0.0,24.6,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,50
128,50,WIND,W,,,1,218.77,0.0,42.49,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,50
129,48,CT,G,,,1,126.5,37.95,26.94,-18.22,1,2,35.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,2817.2489082969432,499.8928918,505.9801135371176,512.0673353,,357,37.94,0.008,51,48
130,48,CT,G,,,1,209.0,62.7,44.52,-30.1,1,2,60.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,1277.729257641921,554.8184376516253,571.4345967976708,588.0507559437168,,501,24.66,0.008,14,48
137,85,CT,G,,,1,200.0,60.0,42.6,-28.8,1,2,39.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,2096.069868995633,1119.4565744784086,1134.6724890829692,1149.8884036875304,,80,53.6,0.008,24,85
138,85,CT,G,,,1,201.6,60.48,42.94,-29.03,1,2,59.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,3169.257641921397,752.5167511,767.9770941484709,783.4374372052408,,194,35.29,0.008,36,85
139,70,WIND,W,,,1,149.8,0.0,21.26,0.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,0.0,0.3333333333333333,0.6666666666666666,1.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,70
144,62,CT,G,,,1,52.1,15.63,26.52,-5.78,1,2,3.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.80128,0.3,0.5333333333333333,0.7666666666666666,1.0,,1706.3318777292577,278.95214653081035,279.9847022998543,281.0172580688988,,590,52.2,0.008,75,62
